age,workclass,fnlwgt,education,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,income,region,net_capital,has_capital_activity,employment_type
41,Local Government,33068,Master's Degree,Divorced,Professional Specialty,Not-in-family,White,Male,0,1974,40,<=50K,US & Canada,-1974,1,Full_time
41,Self-Employed (Not Incorporated),277783,College,Divorced,Craft / Repair,Not-in-family,White,Male,0,2001,50,<=50K,US & Canada,-2001,1,Overtime
42,Private,175515,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
58,Local Government,271795,7th to 8th Grade,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
43,Private,70055,College,Married (Civilian Spouse),Administrative / Clerical,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
25,Private,352806,High School Graduate,Divorced,Other Service,Not-in-family,White,Female,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
57,Private,266189,High School Graduate,Divorced,Administrative / Clerical,Unmarried,White,Female,0,0,42,<=50K,US & Canada,0,0,Full_time
49,Private,102945,7th to 8th Grade,Widowed,Machine Operator / Inspector,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
23,Private,173851,College,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
59,Private,144092,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
50,Private,198681,College,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,70,>50K,US & Canada,0,0,Overtime
33,Private,351810,Bachelor's Degree,Never Married,Professional Specialty,Not-in-family,White,Female,0,0,45,<=50K,Latin America & Caribbean,0,0,Full_time
52,Private,180142,Master's Degree,Married (Civilian Spouse),Technical Support,Married,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
37,Self-Employed (Incorporated),175360,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
30,Self-Employed (Incorporated),224498,High School Graduate,Divorced,Administrative / Clerical,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
39,Self-Employed (Incorporated),154641,High School Graduate,Divorced,Craft / Repair,Unmarried,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
54,Local Government,152540,College,Divorced,Craft / Repair,Unmarried,White,Male,0,0,42,<=50K,US & Canada,0,0,Full_time
52,Private,217663,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,45,>50K,US & Canada,0,0,Full_time
22,Local Government,138575,High School Graduate,Never Married,Protective Service,Unmarried,White,Male,0,0,56,<=50K,US & Canada,0,0,Overtime
19,,32477,College,Never Married,,Own-child,White,Male,0,0,25,<=50K,US & Canada,0,0,Part_time
65,Private,101104,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,9386,0,10,>50K,US & Canada,9386,1,Part_time
32,Private,44677,Bachelor's Degree,Never Married,Administrative / Clerical,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
25,Private,456618,7th to 8th Grade,Never Married,Machine Operator / Inspector,Unmarried,White,Male,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
34,Private,227282,College,Never Married,Craft / Repair,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
47,Private,27624,Associate's Degree (Vocational),Never Married,Other Service,Not-in-family,White,Female,0,0,55,<=50K,US & Canada,0,0,Overtime
24,Private,281403,High School Graduate,Never Married,Farming / Fishing,Own-child,White,Male,0,0,98,<=50K,US & Canada,0,0,Overtime
63,Federal Government,39181,Doctorate/PhD,Divorced,Executive / Managerial,Not-in-family,White,Female,0,2559,60,>50K,US & Canada,-2559,1,Overtime
48,Private,377140,5th to 6th Grade,Never Married,Private House Service,Unmarried,White,Female,0,0,35,<=50K,Latin America & Caribbean,0,0,Full_time
26,Private,299810,High School Graduate,Never Married,Sales,Not-in-family,White,Female,0,0,50,<=50K,US & Canada,0,0,Overtime
28,Private,181916,College,Separated,Machine Operator / Inspector,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
23,Private,237044,High School Graduate,Never Married,Other Service,Own-child,Black,Male,0,0,12,<=50K,US & Canada,0,0,Part_time
57,Self-Employed (Incorporated),123053,Professional School,Married (Civilian Spouse),Professional Specialty,Married,Asian-Pac-Islander,Male,15024,0,50,>50K,South Asia,15024,1,Overtime
64,State Government,269512,Bachelor's Degree,Divorced,Technical Support,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
28,Private,44767,Bachelor's Degree,Never Married,Executive / Managerial,Own-child,White,Male,0,0,50,>50K,US & Canada,0,0,Overtime
28,Private,67218,7th to 8th Grade,Married (Civilian Spouse),Sales,Other-relative,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
34,Private,176992,College,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
38,Self-Employed (Not Incorporated),43712,11th Grade,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,1887,45,>50K,US & Canada,-1887,1,Full_time
44,Private,379919,Associate's Degree (Academic),Married (Civilian Spouse),Farming / Fishing,Married,White,Male,0,0,60,>50K,US & Canada,0,0,Overtime
34,Private,104509,Associate's Degree (Vocational),Never Married,Professional Specialty,Not-in-family,White,Female,1639,0,20,<=50K,US & Canada,1639,1,Part_time
18,Private,212370,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,25,<=50K,US & Canada,0,0,Part_time
36,Private,179666,12th Grade,Married (Civilian Spouse),Craft / Repair,Married,Other,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
73,Self-Employed (Not Incorporated),233882,High School Graduate,Married (Civilian Spouse),Farming / Fishing,Married,Asian-Pac-Islander,Male,0,2457,40,<=50K,East Asia & Pacific,-2457,1,Full_time
24,Private,197387,High School Graduate,Never Married,Other Service,Own-child,White,Male,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
29,Local Government,220656,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,Black,Male,0,0,40,>50K,US & Canada,0,0,Full_time
33,Private,181091,College,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
57,Federal Government,135028,High School Graduate,Separated,Administrative / Clerical,Other-relative,Black,Female,0,0,35,<=50K,US & Canada,0,0,Full_time
55,Private,106498,10th Grade,Widowed,Transport / Moving,Not-in-family,Black,Female,0,0,35,<=50K,US & Canada,0,0,Full_time
21,Private,203003,10th Grade,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
36,Self-Employed (Not Incorporated),223789,Master's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,45,>50K,US & Canada,0,0,Full_time
26,Private,184026,College,Never Married,Professional Specialty,Not-in-family,Other,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
32,,335427,Bachelor's Degree,Married (Civilian Spouse),,Married,White,Female,0,0,20,>50K,US & Canada,0,0,Part_time
40,Private,65866,College,Divorced,Technical Support,Unmarried,White,Female,0,213,40,<=50K,US & Canada,-213,1,Full_time
32,Private,372692,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
21,Private,45607,College,Never Married,Other Service,Own-child,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
59,State Government,303176,College,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,2179,40,<=50K,US & Canada,-2179,1,Full_time
29,Private,138190,High School Graduate,Never Married,Sales,Unmarried,Black,Female,0,1138,40,<=50K,US & Canada,-1138,1,Full_time
29,Self-Employed (Not Incorporated),212895,College,Divorced,Machine Operator / Inspector,Not-in-family,White,Male,0,0,48,<=50K,US & Canada,0,0,Overtime
59,Self-Employed (Incorporated),31359,Master's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,15024,0,80,>50K,US & Canada,15024,1,Overtime
58,Private,147989,High School Graduate,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
47,Private,145290,High School Graduate,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
44,Private,262684,High School Graduate,Divorced,Administrative / Clerical,Not-in-family,White,Female,0,1504,45,<=50K,US & Canada,-1504,1,Full_time
31,Private,132601,High School Graduate,Never Married,Other Service,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
42,Self-Employed (Not Incorporated),30759,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
19,Private,319889,High School Graduate,Never Married,Other Service,Own-child,White,Male,0,0,25,<=50K,US & Canada,0,0,Part_time
66,Private,29431,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
41,Private,111483,High School Graduate,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
22,Private,184756,College,Never Married,Sales,Own-child,White,Female,0,0,30,<=50K,US & Canada,0,0,Part_time
31,Private,651396,High School Graduate,Never Married,Sales,Own-child,White,Female,0,1594,30,<=50K,US & Canada,-1594,1,Part_time
30,Private,187560,Bachelor's Degree,Never Married,Sales,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
36,Self-Employed (Not Incorporated),84848,High School Graduate,Separated,Other Service,Not-in-family,White,Female,0,0,16,<=50K,US & Canada,0,0,Part_time
75,,36243,Doctorate/PhD,Never Married,,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
41,State Government,88913,Associate's Degree (Academic),Divorced,Professional Specialty,Unmarried,Asian-Pac-Islander,Female,0,0,36,<=50K,US & Canada,0,0,Full_time
19,Private,73190,College,Never Married,Handlers / Cleaners,Own-child,White,Male,0,0,20,<=50K,US & Canada,0,0,Part_time
60,Private,132529,High School Graduate,Married (Civilian Spouse),Other Service,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
24,Private,214542,11th Grade,Never Married,Transport / Moving,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
25,Private,217006,11th Grade,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
52,Private,169785,College,Never Married,Executive / Managerial,Not-in-family,White,Female,0,0,50,<=50K,US & Canada,0,0,Overtime
30,Private,75573,Bachelor's Degree,Never Married,Executive / Managerial,Not-in-family,White,Female,0,0,45,<=50K,Europe & Central Asia,0,0,Full_time
37,Private,239171,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
55,Self-Employed (Not Incorporated),53566,Doctorate/PhD,Divorced,Executive / Managerial,Not-in-family,White,Female,0,0,30,<=50K,US & Canada,0,0,Part_time
20,Private,117109,College,Never Married,Administrative / Clerical,Other-relative,Black,Female,0,0,24,<=50K,US & Canada,0,0,Part_time
32,Private,398019,7th to 8th Grade,Never Married,Private House Service,Not-in-family,White,Female,0,0,15,<=50K,Latin America & Caribbean,0,0,Part_time
18,Private,114008,High School Graduate,Never Married,Other Service,Own-child,White,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
24,Private,204653,College,Never Married,Craft / Repair,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
33,Local Government,254935,College,Married (Civilian Spouse),Protective Service,Married,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
76,,84755,College,Widowed,,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
57,Local Government,198145,Master's Degree,Married (Civilian Spouse),Protective Service,Married,White,Male,0,0,14,>50K,US & Canada,0,0,Part_time
53,Private,174020,Master's Degree,Divorced,Professional Specialty,Unmarried,White,Female,0,1876,38,<=50K,US & Canada,-1876,1,Full_time
19,Private,451951,High School Graduate,Never Married,Sales,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
50,Local Government,172175,Professional School,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
27,Private,209472,Bachelor's Degree,Never Married,Executive / Managerial,Not-in-family,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
40,Private,336707,Associate's Degree (Vocational),Separated,Craft / Repair,Not-in-family,White,Female,0,0,60,<=50K,US & Canada,0,0,Overtime
26,,431861,10th Grade,Separated,,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
47,Self-Employed (Incorporated),156728,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,55,<=50K,US & Canada,0,0,Overtime
39,Federal Government,290321,Associate's Degree (Vocational),Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
49,State Government,206577,College,Divorced,Administrative / Clerical,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
28,Self-Employed (Not Incorporated),149324,College,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,7,<=50K,US & Canada,0,0,Part_time
33,,49593,College,Married (Civilian Spouse),,Married,Black,Female,0,0,30,<=50K,US & Canada,0,0,Part_time
50,Private,98975,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,15024,0,40,>50K,US & Canada,15024,1,Full_time
28,Private,181659,11th Grade,Never Married,Transport / Moving,Own-child,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
30,Private,174789,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
47,Private,102308,Master's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,99999,0,50,>50K,US & Canada,99999,1,Overtime
39,Private,184801,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
37,Private,176014,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
50,Private,256861,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,80,<=50K,US & Canada,0,0,Overtime
37,Private,239397,10th Grade,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
26,Private,233777,High School Graduate,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
55,Private,236520,Associate's Degree (Vocational),Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
46,Private,70754,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
32,Private,245378,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
26,Private,176729,Bachelor's Degree,Never Married,Craft / Repair,Not-in-family,White,Male,0,0,45,>50K,US & Canada,0,0,Full_time
32,Private,154120,High School Graduate,Married (Civilian Spouse),Transport / Moving,Married,White,Male,7298,0,40,>50K,US & Canada,7298,1,Full_time
43,Private,88913,College,Never Married,Handlers / Cleaners,Own-child,Asian-Pac-Islander,Female,1055,0,40,<=50K,US & Canada,1055,1,Full_time
19,Private,517036,High School Graduate,Divorced,Craft / Repair,Not-in-family,White,Female,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
38,Private,436361,High School Graduate,Divorced,Other Service,Not-in-family,White,Female,0,0,75,<=50K,US & Canada,0,0,Overtime
38,Private,231037,5th to 6th Grade,Married (Civilian Spouse),Sales,Married,White,Male,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
65,Private,209831,Associate's Degree (Vocational),Married (Civilian Spouse),Administrative / Clerical,Married,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
70,Self-Employed (Not Incorporated),143833,College,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,2246,40,>50K,US & Canada,-2246,1,Full_time
48,,167381,High School Graduate,Widowed,,Unmarried,White,Female,0,0,25,<=50K,US & Canada,0,0,Part_time
44,Private,215468,Bachelor's Degree,Separated,Machine Operator / Inspector,Unmarried,Black,Female,0,0,7,<=50K,US & Canada,0,0,Part_time
32,Private,200700,College,Never Married,Sales,Not-in-family,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
30,Local Government,191777,High School Graduate,Never Married,Protective Service,Own-child,Black,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
49,Federal Government,195437,Associate's Degree (Academic),Married (Civilian Spouse),Administrative / Clerical,Married,White,Male,0,0,60,>50K,US & Canada,0,0,Overtime
23,Private,149396,High School Graduate,Never Married,Administrative / Clerical,Own-child,Black,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
25,Private,104746,College,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,0,0,16,<=50K,US & Canada,0,0,Part_time
19,Private,108147,College,Never Married,Administrative / Clerical,Own-child,White,Female,0,0,15,<=50K,US & Canada,0,0,Part_time
27,Private,238859,Associate's Degree (Vocational),Never Married,Craft / Repair,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
43,State Government,23157,High School Graduate,Never Married,Transport / Moving,Not-in-family,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
38,Private,497788,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
42,Private,141558,Master's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
33,Federal Government,117963,Bachelor's Degree,Never Married,Administrative / Clerical,Own-child,White,Male,0,0,38,<=50K,US & Canada,0,0,Full_time
30,Private,232356,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
29,Private,157941,Bachelor's Degree,Never Married,Technical Support,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
30,Private,103642,11th Grade,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
26,Private,169727,High School Graduate,Married (Civilian Spouse),Technical Support,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
43,Private,274731,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
30,Private,161572,High School Graduate,Married (Civilian Spouse),Other Service,Married,White,Female,0,0,45,<=50K,US & Canada,0,0,Full_time
38,Private,48779,College,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
48,Private,141511,Master's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
57,Private,314153,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,1887,55,>50K,US & Canada,-1887,1,Overtime
30,Private,168334,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Female,0,0,30,<=50K,US & Canada,0,0,Part_time
42,Local Government,267252,Master's Degree,Separated,Executive / Managerial,Unmarried,Black,Male,0,0,45,>50K,US & Canada,0,0,Full_time
31,Self-Employed (Not Incorporated),312055,High School Graduate,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,70,<=50K,US & Canada,0,0,Overtime
32,Private,207937,College,Never Married,Craft / Repair,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
28,Private,232653,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
63,Private,246841,High School Graduate,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
32,Private,154087,High School Graduate,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
20,Private,199011,College,Never Married,Handlers / Cleaners,Own-child,White,Male,0,0,12,<=50K,US & Canada,0,0,Part_time
51,Self-Employed (Not Incorporated),205100,Master's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Female,0,0,30,>50K,US & Canada,0,0,Part_time
24,Private,50400,College,Married (Civilian Spouse),Sales,Married,Amer-Indian-Eskimo,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
41,Local Government,97064,Associate's Degree (Vocational),Divorced,Administrative / Clerical,Unmarried,White,Female,0,0,44,<=50K,US & Canada,0,0,Full_time
21,Private,65038,High School Graduate,Never Married,Machine Operator / Inspector,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
27,Private,292472,College,Never Married,Craft / Repair,Not-in-family,Asian-Pac-Islander,Male,0,1876,45,<=50K,East Asia & Pacific,-1876,1,Full_time
17,Private,225211,9th Grade,Never Married,Other Service,Own-child,Black,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
45,Private,320192,1st to 4th Grade,Married (Civilian Spouse),Other Service,Married,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
39,State Government,119421,High School Graduate,Separated,Administrative / Clerical,Unmarried,White,Female,0,625,35,<=50K,US & Canada,-625,1,Full_time
21,Private,83580,College,Never Married,Professional Specialty,Own-child,Amer-Indian-Eskimo,Female,0,0,4,<=50K,US & Canada,0,0,Part_time
29,Private,133696,Bachelor's Degree,Never Married,Professional Specialty,Not-in-family,White,Male,8614,0,45,>50K,US & Canada,8614,1,Full_time
39,Private,141584,Master's Degree,Never Married,Sales,Not-in-family,White,Male,0,2444,45,>50K,US & Canada,-2444,1,Full_time
42,Private,529216,High School Graduate,Separated,Transport / Moving,Other-relative,Black,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
22,Private,390817,5th to 6th Grade,Married (Civilian Spouse),Craft / Repair,Other-relative,White,Male,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
21,,85733,College,Never Married,,Own-child,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
59,Private,155976,High School Graduate,Widowed,Administrative / Clerical,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
40,Private,221172,Master's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,65,>50K,US & Canada,0,0,Overtime
45,Private,270842,College,Divorced,Other Service,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
35,Private,82622,High School Graduate,Divorced,Executive / Managerial,Not-in-family,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
58,Private,371064,High School Graduate,Married (Civilian Spouse),Farming / Fishing,Married,White,Male,0,0,20,<=50K,US & Canada,0,0,Part_time
45,Private,54744,College,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,1848,40,>50K,US & Canada,-1848,1,Full_time
29,Private,22641,High School Graduate,Married (Civilian Spouse),Machine Operator / Inspector,Married,Amer-Indian-Eskimo,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
21,Private,218957,11th Grade,Never Married,Craft / Repair,Own-child,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
51,Private,441637,High School Graduate,Married (Civilian Spouse),Technical Support,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
34,Local Government,143699,College,Married (Civilian Spouse),Other Service,Married,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
40,Private,183096,Bachelor's Degree,Divorced,Administrative / Clerical,Not-in-family,White,Female,0,0,35,<=50K,US & Canada,0,0,Full_time
45,Private,97176,11th Grade,Divorced,Administrative / Clerical,Unmarried,White,Female,0,0,16,<=50K,US & Canada,0,0,Part_time
38,Self-Employed (Not Incorporated),122493,10th Grade,Married (Civilian Spouse),Sales,Married,White,Male,0,1887,40,>50K,US & Canada,-1887,1,Full_time
22,Private,311376,Bachelor's Degree,Never Married,Administrative / Clerical,Own-child,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
37,Private,78928,9th Grade,Married (Civilian Spouse),Other Service,Married,White,Male,3137,0,40,<=50K,US & Canada,3137,1,Full_time
62,Private,123582,10th Grade,Divorced,Other Service,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
32,Federal Government,174215,Bachelor's Degree,Never Married,Executive / Managerial,Not-in-family,White,Female,0,0,60,<=50K,US & Canada,0,0,Overtime
36,Private,183902,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Female,0,0,4,>50K,US & Canada,0,0,Part_time
43,Private,247880,High School Graduate,Never Married,Craft / Repair,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
37,Private,256636,High School Graduate,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
33,,152875,Bachelor's Degree,Married (Civilian Spouse),,Married,Asian-Pac-Islander,Female,0,0,40,<=50K,East Asia & Pacific,0,0,Full_time
28,Private,22422,High School Graduate,Never Married,Transport / Moving,Unmarried,White,Male,0,0,55,<=50K,US & Canada,0,0,Overtime
49,,178215,College,Widowed,,Unmarried,White,Female,0,0,28,<=50K,US & Canada,0,0,Part_time
47,Local Government,194360,High School Graduate,Married (Civilian Spouse),Other Service,Married,White,Female,0,0,7,>50K,US & Canada,0,0,Part_time
59,Private,247187,High School Graduate,Divorced,Administrative / Clerical,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
35,Private,63921,High School Graduate,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
35,Private,224889,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
29,Self-Employed (Not Incorporated),178564,Bachelor's Degree,Never Married,Professional Specialty,Other-relative,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
57,Private,47619,Associate's Degree (Academic),Divorced,Professional Specialty,Not-in-family,Black,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
41,Private,92775,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,60,>50K,US & Canada,0,0,Overtime
37,Private,50837,Master's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,45,>50K,US & Canada,0,0,Full_time
20,Local Government,235894,College,Never Married,Farming / Fishing,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
44,Private,244974,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
20,Local Government,526734,High School Graduate,Never Married,Administrative / Clerical,Not-in-family,White,Female,0,0,30,<=50K,US & Canada,0,0,Part_time
38,Self-Employed (Not Incorporated),243484,Bachelor's Degree,Married (Civilian Spouse),Administrative / Clerical,Married,White,Female,0,0,28,>50K,US & Canada,0,0,Part_time
23,Private,201664,High School Graduate,Married (Civilian Spouse),Administrative / Clerical,Other-relative,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
24,Private,234640,High School Graduate,"Married, Spouse Absent",Sales,Own-child,White,Female,0,0,36,<=50K,US & Canada,0,0,Full_time
46,Private,268022,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
32,Local Government,223267,High School Graduate,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
21,Self-Employed (Not Incorporated),99199,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
